word,encoded_word,language
השרירים,[ 5 21 20 10 20 10 24],Hebrew
asthma,[21  4  1 10 18 21],English
robert,[20 24 14 19 20  1],English
חבר,[ 8  2 20],Hebrew
benefits,[14 19 13 19 11 23  1  4],English
elegant,[19 25 19 16 21 13  1],English
אסון,[ 1 15  6 23],Hebrew
apnic,[21 17 13 23  2],English
וזכתה,[ 6  7 11 22  5],Hebrew
הגשמים,[ 5  3 21 13 10 24],Hebrew
בספרו,[ 2 15 17 20  6],Hebrew
reliable,[20 19 25 23 21 14 25 19],English
אמונים,[ 1 13  6 14 10 24],Hebrew
projected,[17 20 24  8 19  2  1 19  3],English
observer,[24 14  4 19 20  5 19 20],English
חד,[8 4],Hebrew
תגמול,[22  3 13  6 12],Hebrew
הבעל,[ 5  2 16 12],Hebrew
תיכף,[22 10 11 26],Hebrew
alternate,[21 25  1 19 20 13 21  1 19],English
ברציפות,[ 2 20 18 10 17  6 22],Hebrew
נכונות,[14 11  6 14  6 22],Hebrew
הסיר,[ 5 15 10 20],Hebrew
מקרה,[13 19 20  5],Hebrew
cruise,[ 2 20  6 23  4 19],English
הפכו,[ 5 17 11  6],Hebrew
nothing,[13 24  1 10 23 13 16],English
emerging,[19 18 19 20 16 23 13 16],English
actress,[21  2  1 20 19  4  4],English
combining,[ 2 24 18 14 23 13 23 13 16],English
specialized,[ 4 17 19  2 23 21 25 23  7 19  3],English
פרטיים,[17 20  9 10 10 24],Hebrew
התבצע,[ 5 22  2 18 16],Hebrew
blond,[14 25 24 13  3],English
stake,[ 4  1 21 12 19],English
משחק,[13 21  8 19],Hebrew
leasing,[25 19 21  4 23 13 16],English
tie,[ 1 23 19],English
treating,[ 1 20 19 21  1 23 13 16],English
message,[18 19  4  4 21 16 19],English
לפתח,[12 17 22  8],Hebrew
אזרח,[ 1  7 20  8],Hebrew
break,[14 20 19 21 12],English
ביחידות,[ 2 10  8 10  4  6 22],Hebrew
kitty,[12 23  1  1  9],English
students,[ 4  1  6  3 19 13  1  4],English
temperature,[ 1 19 18 17 19 20 21  1  6 20 19],English
כבן,[11  2 23],Hebrew
לקבל,[12 19  2 12],Hebrew
ביחס,[ 2 10  8 15],Hebrew
notification,[13 24  1 23 11 23  2 21  1 23 24 13],English
מגעים,[13  3 16 10 24],Hebrew
גבוה,[3 2 6 5],Hebrew
navigator,[13 21  5 23 16 21  1 24 20],English
בשעות,[ 2 21 16  6 22],Hebrew
expires,[19 15 17 23 20 19  4],English
המרכיבות,[ 5 13 20 11 10  2  6 22],Hebrew
ביצעו,[ 2 10 18 16  6],Hebrew
kid,[12 23  3],English
pleasant,[17 25 19 21  4 21 13  1],English
sole,[ 4 24 25 19],English
למשפט,[12 13 21 17  9],Hebrew
מעיינות,[13 16 10 10 14  6 22],Hebrew
מכולם,[13 11  6 12 24],Hebrew
shannon,[ 4 10 21 13 13 24 13],English
netherlands,[13 19  1 10 19 20 25 21 13  3  4],English
הצליח,[ 5 18 12 10  8],Hebrew
אישר,[ 1 10 21 20],Hebrew
דרגה,[ 4 20  3  5],Hebrew
ישנה,[10 21 14  5],Hebrew
הנמצאים,[ 5 14 13 18  1 10 24],Hebrew
תרופה,[22 20  6 17  5],Hebrew
מתרחש,[13 22 20  8 21],Hebrew
resources,[20 19  4 24  6 20  2 19  4],English
הקרחונים,[ 5 19 20  8  6 14 10 24],Hebrew
המקבילה,[ 5 13 19  2 10 12  5],Hebrew
מעולה,[13 16  6 12  5],Hebrew
started,[ 4  1 21 20  1 19  3],English
sitting,[ 4 23  1  1 23 13 16],English
האלבום,[ 5  1 12  2  6 24],Hebrew
שהיא,[21  5 10  1],Hebrew
והדבר,[ 6  5  4  2 20],Hebrew
operator,[24 17 19 20 21  1 24 20],English
הסוד,[ 5 15  6  4],Hebrew
ועמד,[ 6 16 13  4],Hebrew
john,[ 8 24 10 13],English
נגישים,[14  3 10 21 10 24],Hebrew
baghdad,[14 21 16 10  3 21  3],English
התיישבות,[ 5 22 10 10 21  2  6 22],Hebrew
האי,[ 5  1 10],Hebrew
יכולים,[10 11  6 12 10 24],Hebrew
scores,[ 4  2 24 20 19  4],English
transport,[ 1 20 21 13  4 17 24 20  1],English
thomson,[ 1 10 24 18  4 24 13],English
lies,[25 23 19  4],English
denied,[ 3 19 13 23 19  3],English
gst,[16  4  1],English
הקיימת,[ 5 19 10 10 13 22],Hebrew
מחסומים,[13  8 15  6 13 10 24],Hebrew
פרטים,[17 20  9 10 24],Hebrew
צריכות,[18 20 10 11  6 22],Hebrew
המזרחי,[ 5 13  7 20  8 10],Hebrew
לשנה,[12 21 14  5],Hebrew
מקצועית,[13 19 18  6 16 10 22],Hebrew
terms,[ 1 19 20 18  4],English
fruits,[11 20  6 23  1  4],English
שורשים,[21  6 20 21 10 24],Hebrew
timely,[ 1 23 18 19 25  9],English
ראויה,[20  1  6 10  5],Hebrew
hanging,[10 21 13 16 23 13 16],English
לשמע,[12 21 13 16],Hebrew
סלים,[15 12 10 24],Hebrew
irish,[23 20 23  4 10],English
venezuela,[ 5 19 13 19  7  6 19 25 21],English
antigua,[21 13  1 23 16  6 21],English
לכנסייה,[12 11 14 15 10 10  5],Hebrew
senate,[ 4 19 13 21  1 19],English
הדוגמה,[ 5  4  6  3 13  5],Hebrew
כזאת,[11  7  1 22],Hebrew
telecharger,[ 1 19 25 19  2 10 21 20 16 19 20],English
reform,[20 19 11 24 20 18],English
invision,[23 13  5 23  4 23 24 13],English
העם,[ 5 16 24],Hebrew
chains,[ 2 10 21 23 13  4],English
destiny,[ 3 19  4  1 23 13  9],English
ודרום,[ 6  4 20  6 24],Hebrew
לזכייה,[12  7 11 10 10  5],Hebrew
israel,[23  4 20 21 19 25],English
במעמקי,[ 2 13 16 13 19 10],Hebrew
מעמדות,[13 16 13  4  6 22],Hebrew
לתחום,[12 22  8  6 24],Hebrew
voip,[ 5 24 23 17],English
europe,[19  6 20 24 17 19],English
organize,[24 20 16 21 13 23  7 19],English
סובל,[15  6  2 12],Hebrew
איסוף,[ 1 10 15  6 26],Hebrew
פילוסוף,[17 10 12  6 15  6 26],Hebrew
view,[ 5 23 19 29],English
החמיץ,[ 5  8 13 10 27],Hebrew
studied,[ 4  1  6  3 23 19  3],English
ברשות,[ 2 20 21  6 22],Hebrew
spirits,[ 4 17 23 20 23  1  4],English
דוגמה,[ 4  6  3 13  5],Hebrew
height,[10 19 23 16 10  1],English
scanned,[ 4  2 21 13 13 19  3],English
כחומר,[11  8  6 13 20],Hebrew
marker,[18 21 20 12 19 20],English
wages,[29 21 16 19  4],English
במסע,[ 2 13 15 16],Hebrew
slave,[ 4 25 21  5 19],English
השמאל,[ 5 21 13  1 12],Hebrew
המשרד,[ 5 13 21 20  4],Hebrew
claims,[ 2 25 21 23 18  4],English
supplied,[ 4  6 17 17 25 23 19  3],English
בחורף,[ 2  8  6 20 26],Hebrew
prep,[17 20 19 17],English
yourself,[ 9 24  6 20  4 19 25 11],English
present,[17 20 19  4 19 13  1],English
נבחרה,[14  2  8 20  5],Hebrew
אביו,[ 1  2 10  6],Hebrew
השתתפו,[ 5 21 22 22 17  6],Hebrew
sexual,[ 4 19 15  6 21 25],English
london,[25 24 13  3 24 13],English
sep,[ 4 19 17],English
typing,[ 1  9 17 23 13 16],English
מושגי,[13  6 21  3 10],Hebrew
בסדר,[ 2 15  4 20],Hebrew
יוצאות,[10  6 18  1  6 22],Hebrew
starts,[ 4  1 21 20  1  4],English
benz,[14 19 13  7],English
שערך,[21 16 20 25],Hebrew
andy,[21 13  3  9],English
instant,[23 13  4  1 21 13  1],English
writings,[29 20 23  1 23 13 16  4],English
grave,[16 20 21  5 19],English
agree,[21 16 20 19 19],English
clay,[ 2 25 21  9],English
עניתי,[16 14 10 22 10],Hebrew
christians,[ 2 10 20 23  4  1 23 21 13  4],English
phenomenon,[17 10 19 13 24 18 19 13 24 13],English
documentary,[ 3 24  2  6 18 19 13  1 21 20  9],English
שומרים,[21  6 13 20 10 24],Hebrew
ks,[12  4],English
ההתקפות,[ 5  5 22 19 17  6 22],Hebrew
mad,[18 21  3],English
pc,[17  2],English
jason,[ 8 21  4 24 13],English
decide,[ 3 19  2 23  3 19],English
במגרש,[ 2 13  3 20 21],Hebrew
romance,[20 24 18 21 13  2 19],English
לפלישה,[12 17 12 10 21  5],Hebrew
קשריו,[19 21 20 10  6],Hebrew
עלה,[16 12  5],Hebrew
נהג,[14  5  3],Hebrew
רווח,[20  6  6  8],Hebrew
פעם,[17 16 24],Hebrew
טכניים,[ 9 11 14 10 10 24],Hebrew
jonathan,[ 8 24 13 21  1 10 21 13],English
עולה,[16  6 12  5],Hebrew
היתר,[ 5 10 22 20],Hebrew
הכיוון,[ 5 11 10  6  6 23],Hebrew
נסיגת,[14 15 10  3 22],Hebrew
calculations,[ 2 21 25  2  6 25 21  1 23 24 13  4],English
הפה,[ 5 17  5],Hebrew
gardening,[16 21 20  3 19 13 23 13 16],English
chosen,[ 2 10 24  4 19 13],English
elsewhere,[19 25  4 19 29 10 19 20 19],English
בידם,[ 2 10  4 24],Hebrew
מועמד,[13  6 16 13  4],Hebrew
suspected,[ 4  6  4 17 19  2  1 19  3],English
chief,[ 2 10 23 19 11],English
southwest,[ 4 24  6  1 10 29 19  4  1],English
become,[14 19  2 24 18 19],English
בפתח,[ 2 17 22  8],Hebrew
מציג,[13 18 10  3],Hebrew
מגיל,[13  3 10 12],Hebrew
tissue,[ 1 23  4  4  6 19],English
cult,[ 2  6 25  1],English
ibm,[23 14 18],English
frequencies,[11 20 19 28  6 19 13  2 23 19  4],English
בכפי,[ 2 11 17 10],Hebrew
expects,[19 15 17 19  2  1  4],English
אדיר,[ 1  4 10 20],Hebrew
gpl,[16 17 25],English
rm,[20 18],English
pray,[17 20 21  9],English
הוערך,[ 5  6 16 20 25],Hebrew
תושב,[22  6 21  2],Hebrew
קהל,[19  5 12],Hebrew
מתוקנת,[13 22  6 19 14 22],Hebrew
cc,[2 2],English
רוחי,[20  6  8 10],Hebrew
חתם,[ 8 22 24],Hebrew
דרוש,[ 4 20  6 21],Hebrew
indian,[23 13  3 23 21 13],English
electron,[19 25 19  2  1 20 24 13],English
gothic,[16 24  1 10 23  2],English
ham,[10 21 18],English
ste,[ 4  1 19],English
warrant,[29 21 20 20 21 13  1],English
image,[23 18 21 16 19],English
פוליטיקה,[17  6 12 10  9 10 19  5],Hebrew
invite,[23 13  5 23  1 19],English
הגירה,[ 5  3 10 20  5],Hebrew
movers,[18 24  5 19 20  4],English
העמדות,[ 5 16 13  4  6 22],Hebrew
icon,[23  2 24 13],English
fifteen,[11 23 11  1 19 19 13],English
washer,[29 21  4 10 19 20],English
sites,[ 4 23  1 19  4],English
חבורת,[ 8  2  6 20 22],Hebrew
juvenile,[ 8  6  5 19 13 23 25 19],English
חליל,[ 8 12 10 12],Hebrew
dl,[ 3 25],English
תיקון,[22 10 19  6 23],Hebrew
כבני,[11  2 14 10],Hebrew
היחידות,[ 5 10  8 10  4  6 22],Hebrew
עקב,[16 19  2],Hebrew
letting,[25 19  1  1 23 13 16],English
המתמטיקה,[ 5 13 22 13  9 10 19  5],Hebrew
monica,[18 24 13 23  2 21],English
מוסיף,[13  6 15 10 26],Hebrew
review,[20 19  5 23 19 29],English
המדובר,[ 5 13  4  6  2 20],Hebrew
לנסות,[12 14 15  6 22],Hebrew
faculty,[11 21  2  6 25  1  9],English
stomach,[ 4  1 24 18 21  2 10],English
אמה,[ 1 13  5],Hebrew
יגאל,[10  3  1 12],Hebrew
myers,[18  9 19 20  4],English
שקט,[21 19  9],Hebrew
possibilities,[17 24  4  4 23 14 23 25 23  1 23 19  4],English
occasionally,[24  2  2 21  4 23 24 13 21 25 25  9],English
המאמינים,[ 5 13  1 13 10 14 10 24],Hebrew
הוכרה,[ 5  6 11 20  5],Hebrew
הפיצול,[ 5 17 10 18  6 12],Hebrew
במובן,[ 2 13  6  2 23],Hebrew
הסדר,[ 5 15  4 20],Hebrew
עשיר,[16 21 10 20],Hebrew
customise,[ 2  6  4  1 24 18 23  4 19],English
היצורים,[ 5 10 18  6 20 10 24],Hebrew
shareholders,[ 4 10 21 20 19 10 24 25  3 19 20  4],English
mouth,[18 24  6  1 10],English
קירות,[19 10 20  6 22],Hebrew
פירות,[17 10 20  6 22],Hebrew
פרעוש,[17 20 16  6 21],Hebrew
til,[ 1 23 25],English
fo,[11 24],English
טעמו,[ 9 16 13  6],Hebrew
שהה,[21  5  5],Hebrew
hawaiian,[10 21 29 21 23 23 21 13],English
methodology,[18 19  1 10 24  3 24 25 24 16  9],English
הידועות,[ 5 10  4  6 16  6 22],Hebrew
הפיזיקאי,[ 5 17 10  7 10 19  1 10],Hebrew
תואר,[22  6  1 20],Hebrew
hunting,[10  6 13  1 23 13 16],English
וישנן,[ 6 10 21 14 23],Hebrew
less,[25 19  4  4],English
לבנה,[12  2 14  5],Hebrew
שקדמו,[21 19  4 13  6],Hebrew
foul,[11 24  6 25],English
metallic,[18 19  1 21 25 25 23  2],English
reduced,[20 19  3  6  2 19  3],English
המחנות,[ 5 13  8 14  6 22],Hebrew
weblog,[29 19 14 25 24 16],English
transparent,[ 1 20 21 13  4 17 21 20 19 13  1],English
עבור,[16  2  6 20],Hebrew
התעסוקה,[ 5 22 16 15  6 19  5],Hebrew
retrieved,[20 19  1 20 23 19  5 19  3],English
fault,[11 21  6 25  1],English
להפך,[12  5 17 25],Hebrew
היסטורי,[ 5 10 15  9  6 20 10],Hebrew
לחץ,[12  8 27],Hebrew
adjusted,[21  3  8  6  4  1 19  3],English
בשבת,[ 2 21  2 22],Hebrew
alumni,[21 25  6 18 13 23],English
corresponding,[ 2 24 20 20 19  4 17 24 13  3 23 13 16],English
caroline,[ 2 21 20 24 25 23 13 19],English
symposium,[ 4  9 18 17 24  4 23  6 18],English
קורה,[19  6 20  5],Hebrew
intention,[23 13  1 19 13  1 23 24 13],English
reductions,[20 19  3  6  2  1 23 24 13  4],English
יעדים,[10 16  4 10 24],Hebrew
מנעו,[13 14 16  6],Hebrew
לעיכול,[12 16 10 11  6 12],Hebrew
וכמו,[ 6 11 13  6],Hebrew
robinson,[20 24 14 23 13  4 24 13],English
france,[11 20 21 13  2 19],English
pp,[17 17],English
producer,[17 20 24  3  6  2 19 20],English
together,[ 1 24 16 19  1 10 19 20],English
גרוע,[ 3 20  6 16],Hebrew
volumes,[ 5 24 25  6 18 19  4],English
bands,[14 21 13  3  4],English
ממוצע,[13 13  6 18 16],Hebrew
stephen,[ 4  1 19 17 10 19 13],English
הקטנות,[ 5 19  9 14  6 22],Hebrew
השירים,[ 5 21 10 20 10 24],Hebrew
השדרות,[ 5 21  4 20  6 22],Hebrew
destroy,[ 3 19  4  1 20 24  9],English
gang,[16 21 13 16],English
lot,[25 24  1],English
violations,[ 5 23 24 25 21  1 23 24 13  4],English
sao,[ 4 21 24],English
hose,[10 24  4 19],English
אוכלוסיית,[ 1  6 11 12  6 15 10 10 22],Hebrew
bailey,[14 21 23 25 19  9],English
זבובים,[ 7  2  6  2 10 24],Hebrew
vegas,[ 5 19 16 21  4],English
himself,[10 23 18  4 19 25 11],English
שבה,[21  2  5],Hebrew
במוזיאון,[ 2 13  6  7 10  1  6 23],Hebrew
entrepreneur,[19 13  1 20 19 17 20 19 13 19  6 20],English
hispanic,[10 23  4 17 21 13 23  2],English
aquarium,[21 28  6 21 20 23  6 18],English
scales,[ 4  2 21 25 19  4],English
במפלגה,[ 2 13 17 12  3  5],Hebrew
האלקטרונים,[ 5  1 12 19  9 20  6 14 10 24],Hebrew
המזרח,[ 5 13  7 20  8],Hebrew
קטנה,[19  9 14  5],Hebrew
ויאמר,[ 6 10  1 13 20],Hebrew
פעלה,[17 16 12  5],Hebrew
רעות,[20 16  6 22],Hebrew
בחברה,[ 2  8  2 20  5],Hebrew
שבו,[21  2  6],Hebrew
intel,[23 13  1 19 25],English
hwy,[10 29  9],English
חוטים,[ 8  6  9 10 24],Hebrew
מושבים,[13  6 21  2 10 24],Hebrew
מסים,[13 15 10 24],Hebrew
assembled,[21  4  4 19 18 14 25 19  3],English
חימר,[ 8 10 13 20],Hebrew
wear,[29 19 21 20],English
צדק,[18  4 19],Hebrew
euro,[19  6 20 24],English
יביא,[10  2 10  1],Hebrew
תקנות,[22 19 14  6 22],Hebrew
כונו,[11  6 14  6],Hebrew
redhead,[20 19  3 10 19 21  3],English
lancaster,[25 21 13  2 21  4  1 19 20],English
ואמנם,[ 6  1 13 14 24],Hebrew
briefing,[14 20 23 19 11 23 13 16],English
ניצח,[14 10 18  8],Hebrew
quotations,[28  6 24  1 21  1 23 24 13  4],English
handle,[10 21 13  3 25 19],English
מאנשי,[13  1 14 21 10],Hebrew
clearing,[ 2 25 19 21 20 23 13 16],English
isp,[23  4 17],English
פצצות,[17 18 18  6 22],Hebrew
השגרירות,[ 5 21  3 20 10 20  6 22],Hebrew
brief,[14 20 23 19 11],English
copper,[ 2 24 17 17 19 20],English
ליברליות,[12 10  2 20 12 10  6 22],Hebrew
examples,[19 15 21 18 17 25 19  4],English
convinced,[ 2 24 13  5 23 13  2 19  3],English
מנע,[13 14 16],Hebrew
chemicals,[ 2 10 19 18 23  2 21 25  4],English
jail,[ 8 21 23 25],English
מתנגדי,[13 22 14  3  4 10],Hebrew
mills,[18 23 25 25  4],English
המוביל,[ 5 13  6  2 10 12],Hebrew
מילות,[13 10 12  6 22],Hebrew
מסעו,[13 15 16  6],Hebrew
investigated,[23 13  5 19  4  1 23 16 21  1 19  3],English
לחמש,[12  8 13 21],Hebrew
מחצית,[13  8 18 10 22],Hebrew
הזקן,[ 5  7 19 23],Hebrew
designs,[ 3 19  4 23 16 13  4],English
קליעות,[19 12 10 16  6 22],Hebrew
מספרי,[13 15 17 20 10],Hebrew
patterns,[17 21  1  1 19 20 13  4],English
כוחו,[11  6  8  6],Hebrew
בזעם,[ 2  7 16 24],Hebrew
החוץ,[ 5  8  6 27],Hebrew
dans,[ 3 21 13  4],English
facing,[11 21  2 23 13 16],English
horror,[10 24 20 20 24 20],English
fake,[11 21 12 19],English
clusters,[ 2 25  6  4  1 19 20  4],English
הנהר,[ 5 14  5 20],Hebrew
advocate,[21  3  5 24  2 21  1 19],English
cookbook,[ 2 24 24 12 14 24 24 12],English
spam,[ 4 17 21 18],English
involves,[23 13  5 24 25  5 19  4],English
ועברה,[ 6 16  2 20  5],Hebrew
deborah,[ 3 19 14 24 20 21 10],English
אבל,[ 1  2 12],Hebrew
obtained,[24 14  1 21 23 13 19  3],English
בלתי,[ 2 12 22 10],Hebrew
להגן,[12  5  3 23],Hebrew
barry,[14 21 20 20  9],English
permission,[17 19 20 18 23  4  4 23 24 13],English
gale,[16 21 25 19],English
ובראשם,[ 6  2 20  1 21 24],Hebrew
להתחממות,[12  5 22  8 13 13  6 22],Hebrew
compaq,[ 2 24 18 17 21 28],English
תתי,[22 22 10],Hebrew
flame,[11 25 21 18 19],English
יחסו,[10  8 15  6],Hebrew
במים,[ 2 13 10 24],Hebrew
quantity,[28  6 21 13  1 23  1  9],English
framing,[11 20 21 18 23 13 16],English
photographic,[17 10 24  1 24 16 20 21 17 10 23  2],English
בתחרויות,[ 2 22  8 20  6 10  6 22],Hebrew
bow,[14 24 29],English
coal,[ 2 24 21 25],English
המכירה,[ 5 13 11 10 20  5],Hebrew
בולטים,[ 2  6 12  9 10 24],Hebrew
square,[ 4 28  6 21 20 19],English
florist,[11 25 24 20 23  4  1],English
ram,[20 21 18],English
מחזור,[13  8  7  6 20],Hebrew
adverse,[21  3  5 19 20  4 19],English
xxx,[15 15 15],English
salem,[ 4 21 25 19 18],English
נובעות,[14  6  2 16  6 22],Hebrew
הסיכון,[ 5 15 10 11  6 23],Hebrew
בפני,[ 2 17 14 10],Hebrew
אקוּטִי,[ 1 19  6],Hebrew
כשהוא,[11 21  5  6  1],Hebrew
convicted,[ 2 24 13  5 23  2  1 19  3],English
timber,[ 1 23 18 14 19 20],English
המזוינת,[ 5 13  7  6 10 14 22],Hebrew
הנהיג,[ 5 14  5 10  3],Hebrew
האדומים,[ 5  1  4  6 13 10 24],Hebrew
naples,[13 21 17 25 19  4],English
binding,[14 23 13  3 23 13 16],English
המרתון,[ 5 13 20 22  6 23],Hebrew
viruses,[ 5 23 20  6  4 19  4],English
buck,[14  6  2 12],English
breathing,[14 20 19 21  1 10 23 13 16],English
bg,[14 16],English
sprint,[ 4 17 20 23 13  1],English
yeah,[ 9 19 21 10],English
advertising,[21  3  5 19 20  1 23  4 23 13 16],English
consolidated,[ 2 24 13  4 24 25 23  3 21  1 19  3],English
המיון,[ 5 13 10  6 23],Hebrew
design,[ 3 19  4 23 16 13],English
ahead,[21 10 19 21  3],English
looking,[25 24 24 12 23 13 16],English
cycle,[ 2  9  2 25 19],English
jvc,[8 5 2],English
העל,[ 5 16 12],Hebrew
העיכול,[ 5 16 10 11  6 12],Hebrew
medium,[18 19  3 23  6 18],English
certain,[ 2 19 20  1 21 23 13],English
navy,[13 21  5  9],English
הפרושים,[ 5 17 20  6 21 10 24],Hebrew
ואביט,[ 6  1  2 10  9],Hebrew
ring,[20 23 13 16],English
לשדרה,[12 21  4 20  5],Hebrew
dale,[ 3 21 25 19],English
מציין,[13 18 10 10 23],Hebrew
latvia,[25 21  1  5 23 21],English
trends,[ 1 20 19 13  3  4],English
centered,[ 2 19 13  1 19 20 19  3],English
steve,[ 4  1 19  5 19],English
grass,[16 20 21  4  4],English
מפיקים,[13 17 10 19 10 24],Hebrew
האינטראקציות,[ 5  1 10 14  9 20  1 19 18 10  6 22],Hebrew
קראו,[19 20  1  6],Hebrew
נקודת,[14 19  6  4 22],Hebrew
eds,[19  3  4],English
customized,[ 2  6  4  1 24 18 23  7 19  3],English
usb,[ 6  4 14],English
שאתה,[21  1 22  5],Hebrew
בנושאים,[ 2 14  6 21  1 10 24],Hebrew
ירו,[10 20  6],Hebrew
scuba,[ 4  2  6 14 21],English
אבירי,[ 1  2 10 20 10],Hebrew
cook,[ 2 24 24 12],English
מועצת,[13  6 16 18 22],Hebrew
מהדורה,[13  5  4  6 20  5],Hebrew
accurately,[21  2  2  6 20 21  1 19 25  9],English
מניעת,[13 14 10 16 22],Hebrew
אחריות,[ 1  8 20 10  6 22],Hebrew
eng,[19 13 16],English
shopping,[ 4 10 24 17 17 23 13 16],English
צופים,[18  6 17 10 24],Hebrew
אליהן,[ 1 12 10  5 23],Hebrew
recommendations,[20 19  2 24 18 18 19 13  3 21  1 23 24 13  4],English
ביוזמת,[ 2 10  6  7 13 22],Hebrew
חביב,[ 8  2 10  2],Hebrew
שאיפשר,[21  1 10 17 21 20],Hebrew
כמו,[11 13  6],Hebrew
congressional,[ 2 24 13 16 20 19  4  4 23 24 13 21 25],English
still,[ 4  1 23 25 25],English
האמיתיים,[ 5  1 13 10 22 10 10 24],Hebrew
האמת,[ 5  1 13 22],Hebrew
fired,[11 23 20 19  3],English
בתוואי,[ 2 22  6  6  1 10],Hebrew
fundamental,[11  6 13  3 21 18 19 13  1 21 25],English
האלו,[ 5  1 12  6],Hebrew
william,[29 23 25 25 23 21 18],English
atlas,[21  1 25 21  4],English
canadian,[ 2 21 13 21  3 23 21 13],English
cent,[ 2 19 13  1],English
aj,[21  8],English
תשובה,[22 21  6  2  5],Hebrew
הלחין,[ 5 12  8 10 23],Hebrew
החוק,[ 5  8  6 19],Hebrew
shemale,[ 4 10 19 18 21 25 19],English
team,[ 1 19 21 18],English
מכילים,[13 11 10 12 10 24],Hebrew
אוניות,[ 1  6 14 10  6 22],Hebrew
משא,[13 21  1],Hebrew
receiver,[20 19  2 19 23  5 19 20],English
variable,[ 5 21 20 23 21 14 25 19],English
tee,[ 1 19 19],English
שחי,[21  8 10],Hebrew
בבדיקת,[ 2  2  4 10 19 22],Hebrew
terminal,[ 1 19 20 18 23 13 21 25],English
תהיה,[22  5 10  5],Hebrew
shorter,[ 4 10 24 20  1 19 20],English
אכן,[ 1 11 23],Hebrew
האישה,[ 5  1 10 21  5],Hebrew
פסיכולוגית,[17 15 10 11  6 12  6  3 10 22],Hebrew
parallel,[17 21 20 21 25 25 19 25],English
proportion,[17 20 24 17 24 20  1 23 24 13],English
zoning,[ 7 24 13 23 13 16],English
רמת,[20 13 22],Hebrew
fantastic,[11 21 13  1 21  4  1 23  2],English
rhythm,[20 10  9  1 10 18],English
להסב,[12  5 15  2],Hebrew
מתוכה,[13 22  6 11  5],Hebrew
smithsonian,[ 4 18 23  1 10  4 24 13 23 21 13],English
sticks,[ 4  1 23  2 12  4],English
alcohol,[21 25  2 24 10 24 25],English
הצפוניים,[ 5 18 17  6 14 10 10 24],Hebrew
mathematical,[18 21  1 10 19 18 21  1 23  2 21 25],English
אישור,[ 1 10 21  6 20],Hebrew
arlington,[21 20 25 23 13 16  1 24 13],English
זיקה,[ 7 10 19  5],Hebrew
היכול,[ 5 10 11  6 12],Hebrew
נפגע,[14 17  3 16],Hebrew
dns,[ 3 13  4],English
please,[17 25 19 21  4 19],English
juan,[ 8  6 21 13],English
ניכרים,[14 10 11 20 10 24],Hebrew
psychological,[17  4  9  2 10 24 25 24 16 23  2 21 25],English
arguments,[21 20 16  6 18 19 13  1  4],English
wonder,[29 24 13  3 19 20],English
coat,[ 2 24 21  1],English
diy,[ 3 23  9],English
bangbus,[14 21 13 16 14  6  4],English
panel,[17 21 13 19 25],English
הולך,[ 5  6 12 25],Hebrew
cost,[ 2 24  4  1],English
decline,[ 3 19  2 25 23 13 19],English
masturbating,[18 21  4  1  6 20 14 21  1 23 13 16],English
adjacent,[21  3  8 21  2 19 13  1],English
שייטי,[21 10 10  9 10],Hebrew
prostores,[17 20 24  4  1 24 20 19  4],English
else,[19 25  4 19],English
פיתח,[17 10 22  8],Hebrew
כולם,[11  6 12 24],Hebrew
wellington,[29 19 25 25 23 13 16  1 24 13],English
subsidiary,[ 4  6 14  4 23  3 23 21 20  9],English
optimal,[24 17  1 23 18 21 25],English
hull,[10  6 25 25],English
